Tanque,pH,Temperatura_C,Fecha,Hora,Jornada,Fecha_Hora,evento_externo,estado
Tanque 9,6.96,18.82,2025-08-01,15:40:00,Tarde,2025-08-01 15:40:00,Ninguno,0
Tanque 10,7.01,18.58,2025-08-01,15:45:00,Tarde,2025-08-01 15:45:00,Ninguno,0
Tanque 1,7.33,19.7,2025-08-04,08:25:00,Dia,2025-08-04 08:25:00,Ninguno,0
Tanque 2,7.16,19.3,2025-08-04,08:30:00,Dia,2025-08-04 08:30:00,Ninguno,0
Tanque 3,7.03,18.56,2025-08-04,08:35:00,Dia,2025-08-04 08:35:00,Ninguno,0
Tanque 4,7.01,17.81,2025-08-04,08:40:00,Dia,2025-08-04 08:40:00,Ninguno,0
Tanque 5,7.08,18.55,2025-08-04,08:45:00,Dia,2025-08-04 08:45:00,Ninguno,0
Tanque 6,6.92,18.56,2025-08-04,08:50:00,Dia,2025-08-04 08:50:00,Ninguno,0
Tanque 8,7.02,18.44,2025-08-04,09:00:00,Dia,2025-08-04 09:00:00,Ninguno,0
Tanque 9,7.01,18.3,2025-08-04,09:05:00,Dia,2025-08-04 09:05:00,Ninguno,0
Tanque 10,7.04,18.04,2025-08-04,09:10:00,Dia,2025-08-04 09:10:00,Ninguno,0
Tanque 1,7.33,20.14,2025-08-04,15:00:00,Tarde,2025-08-04 15:00:00,Ninguno,1
Tanque 2,7.22,19.17,2025-08-04,15:05:00,Tarde,2025-08-04 15:05:00,Ninguno,0
Tanque 3,7.15,18.87,2025-08-04,15:10:00,Tarde,2025-08-04 15:10:00,Ninguno,0
Tanque 5,7.08,18.71,2025-08-04,15:20:00,Tarde,2025-08-04 15:20:00,Ninguno,0
Tanque 6,7.1,18.57,2025-08-04,15:25:00,Tarde,2025-08-04 15:25:00,Ninguno,0
Tanque 7,7.11,18.39,2025-08-04,15:30:00,Tarde,2025-08-04 15:30:00,Ninguno,0
Tanque 8,7.01,18.84,2025-08-04,15:35:00,Tarde,2025-08-04 15:35:00,Ninguno,0
Tanque 9,7.18,18.53,2025-08-04,15:40:00,Tarde,2025-08-04 15:40:00,Ninguno,0
Tanque 10,7.05,18.34,2025-08-04,15:45:00,Tarde,2025-08-04 15:45:00,Ninguno,0
Tanque 1,7.24,20.1,2025-08-05,08:25:00,Dia,2025-08-05 08:25:00,Ninguno,1
Tanque 2,7.14,18.42,2025-08-05,08:30:00,Dia,2025-08-05 08:30:00,Ninguno,0
Tanque 3,7.06,18.46,2025-08-05,08:35:00,Dia,2025-08-05 08:35:00,Ninguno,0
Tanque 4,6.86,17.77,2025-08-05,08:40:00,Dia,2025-08-05 08:40:00,Ninguno,0
Tanque 5,6.92,18.67,2025-08-05,08:45:00,Dia,2025-08-05 08:45:00,Ninguno,0
Tanque 6,6.91,18.03,2025-08-05,08:50:00,Dia,2025-08-05 08:50:00,Ninguno,0
Tanque 7,7.04,18.71,2025-08-05,08:55:00,Dia,2025-08-05 08:55:00,Ninguno,0
Tanque 8,6.81,18.45,2025-08-05,09:00:00,Dia,2025-08-05 09:00:00,Ninguno,0
Tanque 9,7.0,18.36,2025-08-05,09:05:00,Dia,2025-08-05 09:05:00,Ninguno,0
Tanque 10,6.92,18.31,2025-08-05,09:10:00,Dia,2025-08-05 09:10:00,Ninguno,0
Tanque 1,7.35,19.73,2025-08-05,15:00:00,Tarde,2025-08-05 15:00:00,Ninguno,0
Tanque 3,6.95,18.79,2025-08-05,15:10:00,Tarde,2025-08-05 15:10:00,Ninguno,0
Tanque 4,6.89,17.58,2025-08-05,15:15:00,Tarde,2025-08-05 15:15:00,Ninguno,0
Tanque 5,7.02,18.14,2025-08-05,15:20:00,Tarde,2025-08-05 15:20:00,Ninguno,0
Tanque 6,6.97,18.73,2025-08-05,15:25:00,Tarde,2025-08-05 15:25:00,Ninguno,0
Tanque 8,7.02,18.4,2025-08-05,15:35:00,Tarde,2025-08-05 15:35:00,Ninguno,0
Tanque 9,7.01,19.08,2025-08-05,15:40:00,Tarde,2025-08-05 15:40:00,Ninguno,0
Tanque 10,6.96,18.68,2025-08-05,15:45:00,Tarde,2025-08-05 15:45:00,Ninguno,0
Tanque 1,7.22,19.36,2025-08-06,08:25:00,Dia,2025-08-06 08:25:00,Ninguno,0
Tanque 2,7.2,17.54,2025-08-06,08:30:00,Dia,2025-08-06 08:30:00,Ninguno,0
Tanque 3,7.08,18.32,2025-08-06,08:35:00,Dia,2025-08-06 08:35:00,Ninguno,0
Tanque 4,6.83,17.12,2025-08-06,08:40:00,Dia,2025-08-06 08:40:00,Ninguno,0
Tanque 5,7.04,18.83,2025-08-06,08:45:00,Dia,2025-08-06 08:45:00,Ninguno,0
Tanque 6,6.98,18.57,2025-08-06,08:50:00,Dia,2025-08-06 08:50:00,Ninguno,0
Tanque 8,6.93,18.36,2025-08-06,09:00:00,Dia,2025-08-06 09:00:00,Ninguno,0
Tanque 9,7.1,18.59,2025-08-06,09:05:00,Dia,2025-08-06 09:05:00,Ninguno,0
Tanque 1,7.12,19.69,2025-08-06,15:00:00,Tarde,2025-08-06 15:00:00,Ninguno,0
Tanque 2,7.2,17.94,2025-08-06,15:05:00,Tarde,2025-08-06 15:05:00,Ninguno,0
Tanque 3,7.06,18.73,2025-08-06,15:10:00,Tarde,2025-08-06 15:10:00,Ninguno,0
Tanque 4,6.77,17.76,2025-08-06,15:15:00,Tarde,2025-08-06 15:15:00,Ninguno,0
Tanque 5,7.06,18.53,2025-08-06,15:20:00,Tarde,2025-08-06 15:20:00,Ninguno,0
Tanque 6,7.17,20.16,2025-08-06,15:25:00,Tarde,2025-08-06 15:25:00,Ninguno,1
Tanque 7,7.07,19.07,2025-08-06,15:30:00,Tarde,2025-08-06 15:30:00,Ninguno,0
Tanque 8,6.96,18.19,2025-08-06,15:35:00,Tarde,2025-08-06 15:35:00,Ninguno,0
Tanque 9,6.95,19.05,2025-08-06,15:40:00,Tarde,2025-08-06 15:40:00,Ninguno,0
Tanque 10,6.96,18.59,2025-08-06,15:45:00,Tarde,2025-08-06 15:45:00,Ninguno,0
Tanque 1,7.07,19.29,2025-08-07,08:25:00,Dia,2025-08-07 08:25:00,Ninguno,0
Tanque 2,7.24,17.48,2025-08-07,08:30:00,Dia,2025-08-07 08:30:00,Ninguno,0
Tanque 4,6.8,18.18,2025-08-07,08:40:00,Dia,2025-08-07 08:40:00,Ninguno,0
Tanque 5,7.0,17.72,2025-08-07,08:45:00,Dia,2025-08-07 08:45:00,Ninguno,0
Tanque 6,7.04,19.35,2025-08-07,08:50:00,Dia,2025-08-07 08:50:00,Ninguno,0
Tanque 7,6.92,18.69,2025-08-07,08:55:00,Dia,2025-08-07 08:55:00,Ninguno,0
Tanque 9,7.0,18.63,2025-08-07,09:05:00,Dia,2025-08-07 09:05:00,Ninguno,0
Tanque 10,6.92,17.95,2025-08-07,09:10:00,Dia,2025-08-07 09:10:00,Ninguno,0
Tanque 1,7.18,19.42,2025-08-07,15:00:00,Tarde,2025-08-07 15:00:00,Ninguno,0
Tanque 2,7.2,18.46,2025-08-07,15:05:00,Tarde,2025-08-07 15:05:00,Ninguno,0
Tanque 3,7.05,18.36,2025-08-07,15:10:00,Tarde,2025-08-07 15:10:00,Ninguno,0
Tanque 4,6.84,18.22,2025-08-07,15:15:00,Tarde,2025-08-07 15:15:00,Ninguno,0
Tanque 5,6.89,18.57,2025-08-07,15:20:00,Tarde,2025-08-07 15:20:00,Ninguno,0
Tanque 6,7.33,20.65,2025-08-07,15:25:00,Tarde,2025-08-07 15:25:00,Ninguno,1
Tanque 7,6.88,18.75,2025-08-07,15:30:00,Tarde,2025-08-07 15:30:00,Ninguno,0
Tanque 8,6.98,18.97,2025-08-07,15:35:00,Tarde,2025-08-07 15:35:00,Ninguno,0
Tanque 9,6.98,18.93,2025-08-07,15:40:00,Tarde,2025-08-07 15:40:00,Ninguno,0
Tanque 10,6.99,18.36,2025-08-07,15:45:00,Tarde,2025-08-07 15:45:00,Ninguno,0
Tanque 1,7.07,18.75,2025-08-08,08:25:00,Dia,2025-08-08 08:25:00,Ninguno,0
Tanque 2,7.21,18.06,2025-08-08,08:30:00,Dia,2025-08-08 08:30:00,Ninguno,0
Tanque 4,6.88,17.67,2025-08-08,08:40:00,Dia,2025-08-08 08:40:00,Ninguno,0
Tanque 5,6.99,18.49,2025-08-08,08:45:00,Dia,2025-08-08 08:45:00,Ninguno,0
Tanque 6,7.19,19.75,2025-08-08,08:50:00,Dia,2025-08-08 08:50:00,Ninguno,0
Tanque 7,6.92,18.53,2025-08-08,08:55:00,Dia,2025-08-08 08:55:00,Ninguno,0
Tanque 8,6.92,18.71,2025-08-08,09:00:00,Dia,2025-08-08 09:00:00,Ninguno,0
Tanque 9,6.89,18.34,2025-08-08,09:05:00,Dia,2025-08-08 09:05:00,Ninguno,0
Tanque 10,6.97,18.43,2025-08-08,09:10:00,Dia,2025-08-08 09:10:00,Ninguno,0
Tanque 1,7.13,19.12,2025-08-08,15:00:00,Tarde,2025-08-08 15:00:00,Ninguno,0
Tanque 2,7.21,17.93,2025-08-08,15:05:00,Tarde,2025-08-08 15:05:00,Ninguno,0
Tanque 3,7.09,18.57,2025-08-08,15:10:00,Tarde,2025-08-08 15:10:00,Ninguno,0
Tanque 4,6.98,18.11,2025-08-08,15:15:00,Tarde,2025-08-08 15:15:00,Ninguno,0
Tanque 5,6.79,19.02,2025-08-08,15:20:00,Tarde,2025-08-08 15:20:00,Ninguno,0
Tanque 6,7.19,19.68,2025-08-08,15:25:00,Tarde,2025-08-08 15:25:00,Ninguno,0
Tanque 7,6.98,18.78,2025-08-08,15:30:00,Tarde,2025-08-08 15:30:00,Ninguno,0
Tanque 8,6.93,18.54,2025-08-08,15:35:00,Tarde,2025-08-08 15:35:00,Ninguno,0
Tanque 9,6.94,18.41,2025-08-08,15:40:00,Tarde,2025-08-08 15:40:00,Ninguno,0
Tanque 10,6.96,18.66,2025-08-08,15:45:00,Tarde,2025-08-08 15:45:00,Ninguno,0
Tanque 1,7.24,15.78,2025-08-11,08:25:00,Dia,2025-08-11 08:25:00,Clima extremo,1
Tanque 2,7.15,15.49,2025-08-11,08:30:00,Dia,2025-08-11 08:30:00,Clima extremo,1
Tanque 5,7.04,15.07,2025-08-11,08:45:00,Dia,2025-08-11 08:45:00,Clima extremo,1
Tanque 6,7.24,16.76,2025-08-11,08:50:00,Dia,2025-08-11 08:50:00,Clima extremo,0
Tanque 7,6.99,15.6,2025-08-11,08:55:00,Dia,2025-08-11 08:55:00,Clima extremo,1
Tanque 8,7.07,15.27,2025-08-11,09:00:00,Dia,2025-08-11 09:00:00,Clima extremo,1
Tanque 10,6.97,15.47,2025-08-11,09:10:00,Dia,2025-08-11 09:10:00,Clima extremo,1
Tanque 1,7.05,13.64,2025-08-11,15:00:00,Tarde,2025-08-11 15:00:00,Clima extremo,1
Tanque 2,7.28,11.89,2025-08-11,15:05:00,Tarde,2025-08-11 15:05:00,Clima extremo,1
Tanque 3,7.09,15.89,2025-08-11,15:10:00,Tarde,2025-08-11 15:10:00,Clima extremo,1
Tanque 4,6.87,15.41,2025-08-11,15:15:00,Tarde,2025-08-11 15:15:00,Clima extremo,1
Tanque 5,7.16,12.54,2025-08-11,15:20:00,Tarde,2025-08-11 15:20:00,Clima extremo,1
Tanque 6,7.2,13.93,2025-08-11,15:25:00,Tarde,2025-08-11 15:25:00,Clima extremo,1
Tanque 7,6.99,13.35,2025-08-11,15:30:00,Tarde,2025-08-11 15:30:00,Clima extremo,1
Tanque 9,7.07,15.8,2025-08-11,15:40:00,Tarde,2025-08-11 15:40:00,Clima extremo,1
Tanque 10,7.02,12.62,2025-08-11,15:45:00,Tarde,2025-08-11 15:45:00,Clima extremo,1
Tanque 1,6.94,13.49,2025-08-12,08:25:00,Dia,2025-08-12 08:25:00,Ninguno,1
Tanque 2,7.06,12.72,2025-08-12,08:30:00,Dia,2025-08-12 08:30:00,Ninguno,1
Tanque 3,6.97,15.7,2025-08-12,08:35:00,Dia,2025-08-12 08:35:00,Ninguno,1
Tanque 4,6.8,16.04,2025-08-12,08:40:00,Dia,2025-08-12 08:40:00,Ninguno,0
Tanque 5,7.1,13.29,2025-08-12,08:45:00,Dia,2025-08-12 08:45:00,Ninguno,1
Tanque 6,7.11,14.6,2025-08-12,08:50:00,Dia,2025-08-12 08:50:00,Ninguno,1
Tanque 7,6.97,13.49,2025-08-12,08:55:00,Dia,2025-08-12 08:55:00,Ninguno,1
Tanque 8,6.81,16.16,2025-08-12,09:00:00,Dia,2025-08-12 09:00:00,Ninguno,0
Tanque 10,6.99,13.57,2025-08-12,09:10:00,Dia,2025-08-12 09:10:00,Ninguno,1
Tanque 1,6.99,14.68,2025-08-12,15:00:00,Tarde,2025-08-12 15:00:00,Ninguno,1
Tanque 2,7.05,13.77,2025-08-12,15:05:00,Tarde,2025-08-12 15:05:00,Ninguno,1
Tanque 3,6.98,16.5,2025-08-12,15:10:00,Tarde,2025-08-12 15:10:00,Ninguno,0
Tanque 4,6.8,16.33,2025-08-12,15:15:00,Tarde,2025-08-12 15:15:00,Ninguno,0
Tanque 5,7.0,14.1,2025-08-12,15:20:00,Tarde,2025-08-12 15:20:00,Ninguno,1
Tanque 6,7.08,15.79,2025-08-12,15:25:00,Tarde,2025-08-12 15:25:00,Ninguno,1
Tanque 7,7.02,14.51,2025-08-12,15:30:00,Tarde,2025-08-12 15:30:00,Ninguno,1
Tanque 8,7.04,16.4,2025-08-12,15:35:00,Tarde,2025-08-12 15:35:00,Ninguno,0
Tanque 9,6.91,15.89,2025-08-12,15:40:00,Tarde,2025-08-12 15:40:00,Ninguno,1
Tanque 10,7.04,14.23,2025-08-12,15:45:00,Tarde,2025-08-12 15:45:00,Ninguno,1
Tanque 1,6.99,14.74,2025-08-13,08:25:00,Dia,2025-08-13 08:25:00,Ninguno,1
Tanque 2,7.14,14.78,2025-08-13,08:30:00,Dia,2025-08-13 08:30:00,Ninguno,1
Tanque 3,7.01,16.23,2025-08-13,08:35:00,Dia,2025-08-13 08:35:00,Ninguno,0
Tanque 4,6.9,15.44,2025-08-13,08:40:00,Dia,2025-08-13 08:40:00,Ninguno,1
Tanque 5,7.05,14.5,2025-08-13,08:45:00,Dia,2025-08-13 08:45:00,Ninguno,1
Tanque 6,7.08,15.5,2025-08-13,08:50:00,Dia,2025-08-13 08:50:00,Ninguno,1
Tanque 8,6.79,17.3,2025-08-13,09:00:00,Dia,2025-08-13 09:00:00,Ninguno,0
Tanque 9,7.05,16.39,2025-08-13,09:05:00,Dia,2025-08-13 09:05:00,Ninguno,0
Tanque 10,6.96,14.7,2025-08-13,09:10:00,Dia,2025-08-13 09:10:00,Ninguno,1
Tanque 1,7.03,15.75,2025-08-13,15:00:00,Tarde,2025-08-13 15:00:00,Ninguno,1
Tanque 2,7.08,15.14,2025-08-13,15:05:00,Tarde,2025-08-13 15:05:00,Ninguno,1
Tanque 3,6.93,17.01,2025-08-13,15:10:00,Tarde,2025-08-13 15:10:00,Ninguno,0
Tanque 4,6.82,15.54,2025-08-13,15:15:00,Tarde,2025-08-13 15:15:00,Ninguno,1
Tanque 5,7.19,14.93,2025-08-13,15:20:00,Tarde,2025-08-13 15:20:00,Ninguno,1
Tanque 6,7.09,15.59,2025-08-13,15:25:00,Tarde,2025-08-13 15:25:00,Ninguno,1
Tanque 7,6.93,15.16,2025-08-13,15:30:00,Tarde,2025-08-13 15:30:00,Ninguno,1
Tanque 8,6.96,17.44,2025-08-13,15:35:00,Tarde,2025-08-13 15:35:00,Ninguno,0
Tanque 9,6.93,16.92,2025-08-13,15:40:00,Tarde,2025-08-13 15:40:00,Ninguno,0
Tanque 10,6.97,15.2,2025-08-13,15:45:00,Tarde,2025-08-13 15:45:00,Ninguno,1
Tanque 1,7.12,16.31,2025-08-14,08:25:00,Dia,2025-08-14 08:25:00,Ninguno,0
Tanque 2,7.08,15.4,2025-08-14,08:30:00,Dia,2025-08-14 08:30:00,Ninguno,1
Tanque 3,7.07,16.87,2025-08-14,08:35:00,Dia,2025-08-14 08:35:00,Ninguno,0
Tanque 7,6.97,15.39,2025-08-14,08:55:00,Dia,2025-08-14 08:55:00,Ninguno,1
Tanque 8,6.96,17.11,2025-08-14,09:00:00,Dia,2025-08-14 09:00:00,Ninguno,0
Tanque 9,6.83,17.02,2025-08-14,09:05:00,Dia,2025-08-14 09:05:00,Ninguno,0
Tanque 10,6.94,15.04,2025-08-14,09:10:00,Dia,2025-08-14 09:10:00,Ninguno,1
Tanque 1,6.97,16.46,2025-08-14,15:00:00,Tarde,2025-08-14 15:00:00,Ninguno,0
Tanque 2,6.96,16.44,2025-08-14,15:05:00,Tarde,2025-08-14 15:05:00,Ninguno,0
Tanque 3,7.0,17.69,2025-08-14,15:10:00,Tarde,2025-08-14 15:10:00,Ninguno,0
Tanque 4,6.78,15.64,2025-08-14,15:15:00,Tarde,2025-08-14 15:15:00,Ninguno,1
Tanque 5,7.22,15.2,2025-08-14,15:20:00,Tarde,2025-08-14 15:20:00,Ninguno,1
Tanque 6,6.97,16.11,2025-08-14,15:25:00,Tarde,2025-08-14 15:25:00,Ninguno,0
Tanque 7,7.01,15.89,2025-08-14,15:30:00,Tarde,2025-08-14 15:30:00,Ninguno,1
Tanque 8,6.94,17.57,2025-08-14,15:35:00,Tarde,2025-08-14 15:35:00,Ninguno,0
Tanque 9,6.9,17.58,2025-08-14,15:40:00,Tarde,2025-08-14 15:40:00,Ninguno,0
Tanque 10,6.89,14.3,2025-08-14,15:45:00,Tarde,2025-08-14 15:45:00,Ninguno,1
Tanque 1,6.82,16.75,2025-08-15,08:25:00,Dia,2025-08-15 08:25:00,Ninguno,0
Tanque 4,6.75,16.2,2025-08-15,08:40:00,Dia,2025-08-15 08:40:00,Ninguno,0
Tanque 5,7.06,15.68,2025-08-15,08:45:00,Dia,2025-08-15 08:45:00,Ninguno,1
Tanque 6,7.09,16.69,2025-08-15,08:50:00,Dia,2025-08-15 08:50:00,Ninguno,0
Tanque 8,6.91,17.75,2025-08-15,09:00:00,Dia,2025-08-15 09:00:00,Ninguno,0
Tanque 9,7.03,17.04,2025-08-15,09:05:00,Dia,2025-08-15 09:05:00,Ninguno,0
Tanque 1,6.94,17.29,2025-08-15,15:00:00,Tarde,2025-08-15 15:00:00,Ninguno,0
Tanque 2,7.02,16.62,2025-08-15,15:05:00,Tarde,2025-08-15 15:05:00,Ninguno,0
Tanque 3,6.9,18.27,2025-08-15,15:10:00,Tarde,2025-08-15 15:10:00,Ninguno,0
Tanque 5,7.07,16.46,2025-08-15,15:20:00,Tarde,2025-08-15 15:20:00,Ninguno,0
Tanque 6,6.97,17.34,2025-08-15,15:25:00,Tarde,2025-08-15 15:25:00,Ninguno,0
Tanque 7,7.05,16.23,2025-08-15,15:30:00,Tarde,2025-08-15 15:30:00,Ninguno,0
Tanque 8,6.92,17.74,2025-08-15,15:35:00,Tarde,2025-08-15 15:35:00,Ninguno,0
Tanque 9,6.98,17.68,2025-08-15,15:40:00,Tarde,2025-08-15 15:40:00,Ninguno,0
Tanque 10,6.92,14.07,2025-08-15,15:45:00,Tarde,2025-08-15 15:45:00,Ninguno,1
Tanque 1,7.09,17.87,2025-08-18,08:25:00,Dia,2025-08-18 08:25:00,Ninguno,0
Tanque 2,7.04,15.51,2025-08-18,08:30:00,Dia,2025-08-18 08:30:00,Ninguno,1
Tanque 3,7.06,17.67,2025-08-18,08:35:00,Dia,2025-08-18 08:35:00,Ninguno,0
Tanque 4,6.94,16.91,2025-08-18,08:40:00,Dia,2025-08-18 08:40:00,Ninguno,0
Tanque 5,7.12,16.34,2025-08-18,08:45:00,Dia,2025-08-18 08:45:00,Ninguno,0
Tanque 6,7.14,17.18,2025-08-18,08:50:00,Dia,2025-08-18 08:50:00,Ninguno,0
Tanque 7,7.09,16.55,2025-08-18,08:55:00,Dia,2025-08-18 08:55:00,Ninguno,0
Tanque 9,7.04,17.82,2025-08-18,09:05:00,Dia,2025-08-18 09:05:00,Ninguno,0
Tanque 10,6.9,13.83,2025-08-18,09:10:00,Dia,2025-08-18 09:10:00,Ninguno,1
Tanque 1,6.94,17.59,2025-08-18,15:00:00,Tarde,2025-08-18 15:00:00,Ninguno,0
Tanque 3,7.1,18.1,2025-08-18,15:10:00,Tarde,2025-08-18 15:10:00,Ninguno,0
Tanque 4,6.95,16.47,2025-08-18,15:15:00,Tarde,2025-08-18 15:15:00,Ninguno,0
Tanque 5,7.18,17.21,2025-08-18,15:20:00,Tarde,2025-08-18 15:20:00,Ninguno,0
Tanque 6,7.06,16.86,2025-08-18,15:25:00,Tarde,2025-08-18 15:25:00,Ninguno,0
Tanque 7,7.01,17.02,2025-08-18,15:30:00,Tarde,2025-08-18 15:30:00,Ninguno,0
Tanque 8,6.94,17.91,2025-08-18,15:35:00,Tarde,2025-08-18 15:35:00,Ninguno,0
Tanque 9,7.01,18.24,2025-08-18,15:40:00,Tarde,2025-08-18 15:40:00,Ninguno,0
Tanque 10,6.8,13.75,2025-08-18,15:45:00,Tarde,2025-08-18 15:45:00,Ninguno,1
Tanque 1,7.05,17.67,2025-08-19,08:25:00,Dia,2025-08-19 08:25:00,Ninguno,0
Tanque 2,6.78,15.12,2025-08-19,08:30:00,Dia,2025-08-19 08:30:00,Ninguno,1
Tanque 3,7.03,17.64,2025-08-19,08:35:00,Dia,2025-08-19 08:35:00,Ninguno,0
Tanque 4,6.84,17.1,2025-08-19,08:40:00,Dia,2025-08-19 08:40:00,Ninguno,0
Tanque 5,7.19,16.79,2025-08-19,08:45:00,Dia,2025-08-19 08:45:00,Ninguno,0
Tanque 6,7.04,17.77,2025-08-19,08:50:00,Dia,2025-08-19 08:50:00,Ninguno,0
Tanque 7,6.91,17.18,2025-08-19,08:55:00,Dia,2025-08-19 08:55:00,Ninguno,0
Tanque 8,6.77,17.92,2025-08-19,09:00:00,Dia,2025-08-19 09:00:00,Ninguno,0
Tanque 9,6.91,17.77,2025-08-19,09:05:00,Dia,2025-08-19 09:05:00,Ninguno,0
Tanque 10,6.75,13.92,2025-08-19,09:10:00,Dia,2025-08-19 09:10:00,Ninguno,1
Tanque 1,6.97,17.87,2025-08-19,15:00:00,Tarde,2025-08-19 15:00:00,Ninguno,0
Tanque 2,6.94,15.74,2025-08-19,15:05:00,Tarde,2025-08-19 15:05:00,Ninguno,1
Tanque 3,6.89,18.24,2025-08-19,15:10:00,Tarde,2025-08-19 15:10:00,Ninguno,0
Tanque 5,7.1,17.57,2025-08-19,15:20:00,Tarde,2025-08-19 15:20:00,Ninguno,0
Tanque 7,6.83,17.93,2025-08-19,15:30:00,Tarde,2025-08-19 15:30:00,Ninguno,0
Tanque 8,7.04,18.17,2025-08-19,15:35:00,Tarde,2025-08-19 15:35:00,Ninguno,0
Tanque 9,7.06,18.54,2025-08-19,15:40:00,Tarde,2025-08-19 15:40:00,Ninguno,0
Tanque 10,6.71,15.21,2025-08-19,15:45:00,Tarde,2025-08-19 15:45:00,Ninguno,1
Tanque 1,7.06,17.71,2025-08-20,08:25:00,Dia,2025-08-20 08:25:00,Ninguno,0
Tanque 3,7.05,17.75,2025-08-20,08:35:00,Dia,2025-08-20 08:35:00,Ninguno,0
Tanque 4,6.78,17.07,2025-08-20,08:40:00,Dia,2025-08-20 08:40:00,Ninguno,0
Tanque 5,6.94,17.61,2025-08-20,08:45:00,Dia,2025-08-20 08:45:00,Ninguno,0
Tanque 6,7.01,17.56,2025-08-20,08:50:00,Dia,2025-08-20 08:50:00,Ninguno,0
Tanque 7,6.85,17.81,2025-08-20,08:55:00,Dia,2025-08-20 08:55:00,Ninguno,0
Tanque 8,6.91,18.52,2025-08-20,09:00:00,Dia,2025-08-20 09:00:00,Ninguno,0
Tanque 9,6.98,18.3,2025-08-20,09:05:00,Dia,2025-08-20 09:05:00,Ninguno,0
Tanque 10,6.93,15.11,2025-08-20,09:10:00,Dia,2025-08-20 09:10:00,Ninguno,1
Tanque 2,6.96,15.76,2025-08-20,15:05:00,Tarde,2025-08-20 15:05:00,Ninguno,1
Tanque 3,7.03,18.37,2025-08-20,15:10:00,Tarde,2025-08-20 15:10:00,Ninguno,0
Tanque 4,6.89,17.49,2025-08-20,15:15:00,Tarde,2025-08-20 15:15:00,Ninguno,0
Tanque 5,7.04,17.79,2025-08-20,15:20:00,Tarde,2025-08-20 15:20:00,Ninguno,0
Tanque 6,6.94,18.27,2025-08-20,15:25:00,Tarde,2025-08-20 15:25:00,Ninguno,0
Tanque 7,6.96,18.08,2025-08-20,15:30:00,Tarde,2025-08-20 15:30:00,Ninguno,0
Tanque 8,6.99,18.15,2025-08-20,15:35:00,Tarde,2025-08-20 15:35:00,Ninguno,0
Tanque 9,6.99,18.03,2025-08-20,15:40:00,Tarde,2025-08-20 15:40:00,Ninguno,0
Tanque 10,6.97,16.35,2025-08-20,15:45:00,Tarde,2025-08-20 15:45:00,Ninguno,0
Tanque 1,7.13,17.91,2025-08-21,08:25:00,Dia,2025-08-21 08:25:00,Ninguno,0
Tanque 2,6.89,16.59,2025-08-21,08:30:00,Dia,2025-08-21 08:30:00,Ninguno,0
Tanque 3,6.98,17.93,2025-08-21,08:35:00,Dia,2025-08-21 08:35:00,Ninguno,0
Tanque 4,6.84,17.06,2025-08-21,08:40:00,Dia,2025-08-21 08:40:00,Ninguno,0
Tanque 5,6.95,17.71,2025-08-21,08:45:00,Dia,2025-08-21 08:45:00,Ninguno,0
Tanque 7,6.94,17.96,2025-08-21,08:55:00,Dia,2025-08-21 08:55:00,Ninguno,0
Tanque 8,6.87,18.18,2025-08-21,09:00:00,Dia,2025-08-21 09:00:00,Ninguno,0
Tanque 9,7.04,17.91,2025-08-21,09:05:00,Dia,2025-08-21 09:05:00,Ninguno,0
Tanque 10,6.94,15.85,2025-08-21,09:10:00,Dia,2025-08-21 09:10:00,Ninguno,1
Tanque 1,7.06,18.19,2025-08-21,15:00:00,Tarde,2025-08-21 15:00:00,Ninguno,0
Tanque 2,6.87,17.12,2025-08-21,15:05:00,Tarde,2025-08-21 15:05:00,Ninguno,0
Tanque 3,7.09,17.96,2025-08-21,15:10:00,Tarde,2025-08-21 15:10:00,Ninguno,0
Tanque 4,6.8,18.15,2025-08-21,15:15:00,Tarde,2025-08-21 15:15:00,Ninguno,0
Tanque 5,7.03,18.81,2025-08-21,15:20:00,Tarde,2025-08-21 15:20:00,Ninguno,0
Tanque 6,7.04,17.71,2025-08-21,15:25:00,Tarde,2025-08-21 15:25:00,Ninguno,0
Tanque 8,6.94,18.91,2025-08-21,15:35:00,Tarde,2025-08-21 15:35:00,Ninguno,0
Tanque 9,7.1,18.69,2025-08-21,15:40:00,Tarde,2025-08-21 15:40:00,Ninguno,0
Tanque 10,6.95,17.04,2025-08-21,15:45:00,Tarde,2025-08-21 15:45:00,Ninguno,0
Tanque 1,6.87,17.98,2025-08-22,08:25:00,Dia,2025-08-22 08:25:00,Ninguno,0
Tanque 2,6.82,16.7,2025-08-22,08:30:00,Dia,2025-08-22 08:30:00,Ninguno,0
Tanque 3,7.18,16.38,2025-08-22,08:35:00,Dia,2025-08-22 08:35:00,Ninguno,0
Tanque 4,7.03,17.61,2025-08-22,08:40:00,Dia,2025-08-22 08:40:00,Ninguno,0
Tanque 5,6.96,18.83,2025-08-22,08:45:00,Dia,2025-08-22 08:45:00,Ninguno,0
Tanque 9,7.12,17.86,2025-08-22,09:05:00,Dia,2025-08-22 09:05:00,Ninguno,0
Tanque 10,6.83,16.77,2025-08-22,09:10:00,Dia,2025-08-22 09:10:00,Ninguno,0
Tanque 1,7.09,17.9,2025-08-22,15:00:00,Tarde,2025-08-22 15:00:00,Ninguno,0
Tanque 2,6.82,17.96,2025-08-22,15:05:00,Tarde,2025-08-22 15:05:00,Ninguno,0
