Tanque,pH,Temperatura_C,Fecha,Hora,Jornada,Fecha_Hora,evento_externo,estado
Tanque 9,7.11,19.96,2025-07-11,15:40:00,Tarde,2025-07-11 15:40:00,Ninguno,0
Tanque 10,6.67,17.33,2025-07-11,15:45:00,Tarde,2025-07-11 15:45:00,Ninguno,0
Tanque 1,7.16,18.7,2025-07-14,08:25:00,Dia,2025-07-14 08:25:00,Ninguno,0
Tanque 2,6.95,18.29,2025-07-14,08:30:00,Dia,2025-07-14 08:30:00,Ninguno,0
Tanque 3,7.12,18.79,2025-07-14,08:35:00,Dia,2025-07-14 08:35:00,Ninguno,0
Tanque 4,7.03,19.09,2025-07-14,08:40:00,Dia,2025-07-14 08:40:00,Ninguno,0
Tanque 5,6.99,17.91,2025-07-14,08:45:00,Dia,2025-07-14 08:45:00,Ninguno,0
Tanque 6,7.0,18.79,2025-07-14,08:50:00,Dia,2025-07-14 08:50:00,Ninguno,0
Tanque 7,6.98,18.55,2025-07-14,08:55:00,Dia,2025-07-14 08:55:00,Ninguno,0
Tanque 8,7.01,17.99,2025-07-14,09:00:00,Dia,2025-07-14 09:00:00,Ninguno,0
Tanque 9,7.28,19.87,2025-07-14,09:05:00,Dia,2025-07-14 09:05:00,Ninguno,0
Tanque 10,6.77,16.81,2025-07-14,09:10:00,Dia,2025-07-14 09:10:00,Ninguno,0
Tanque 1,7.05,19.19,2025-07-14,15:00:00,Tarde,2025-07-14 15:00:00,Ninguno,0
Tanque 2,7.1,18.91,2025-07-14,15:05:00,Tarde,2025-07-14 15:05:00,Ninguno,0
Tanque 3,7.11,18.89,2025-07-14,15:10:00,Tarde,2025-07-14 15:10:00,Ninguno,0
Tanque 4,7.05,19.77,2025-07-14,15:15:00,Tarde,2025-07-14 15:15:00,Ninguno,0
Tanque 5,6.96,18.21,2025-07-14,15:20:00,Tarde,2025-07-14 15:20:00,Ninguno,0
Tanque 6,7.03,18.9,2025-07-14,15:25:00,Tarde,2025-07-14 15:25:00,Ninguno,0
Tanque 7,7.0,19.87,2025-07-14,15:30:00,Tarde,2025-07-14 15:30:00,Ninguno,0
Tanque 8,7.07,19.17,2025-07-14,15:35:00,Tarde,2025-07-14 15:35:00,Ninguno,0
Tanque 9,7.25,20.52,2025-07-14,15:40:00,Tarde,2025-07-14 15:40:00,Ninguno,1
Tanque 2,6.99,18.52,2025-07-15,08:30:00,Dia,2025-07-15 08:30:00,Ninguno,0
Tanque 3,6.91,18.81,2025-07-15,08:35:00,Dia,2025-07-15 08:35:00,Ninguno,0
Tanque 4,6.9,18.93,2025-07-15,08:40:00,Dia,2025-07-15 08:40:00,Ninguno,0
Tanque 5,7.03,18.32,2025-07-15,08:45:00,Dia,2025-07-15 08:45:00,Ninguno,0
Tanque 6,7.03,18.79,2025-07-15,08:50:00,Dia,2025-07-15 08:50:00,Ninguno,0
Tanque 7,6.78,19.69,2025-07-15,08:55:00,Dia,2025-07-15 08:55:00,Ninguno,0
Tanque 8,6.98,18.86,2025-07-15,09:00:00,Dia,2025-07-15 09:00:00,Ninguno,0
Tanque 9,7.33,21.25,2025-07-15,09:05:00,Dia,2025-07-15 09:05:00,Ninguno,1
Tanque 10,6.78,18.19,2025-07-15,09:10:00,Dia,2025-07-15 09:10:00,Ninguno,0
Tanque 1,6.99,19.06,2025-07-15,15:00:00,Tarde,2025-07-15 15:00:00,Ninguno,0
Tanque 2,6.88,18.69,2025-07-15,15:05:00,Tarde,2025-07-15 15:05:00,Ninguno,0
Tanque 3,7.09,19.16,2025-07-15,15:10:00,Tarde,2025-07-15 15:10:00,Ninguno,0
Tanque 4,6.93,19.23,2025-07-15,15:15:00,Tarde,2025-07-15 15:15:00,Ninguno,0
Tanque 6,7.01,19.19,2025-07-15,15:25:00,Tarde,2025-07-15 15:25:00,Ninguno,0
Tanque 8,6.92,19.0,2025-07-15,15:35:00,Tarde,2025-07-15 15:35:00,Ninguno,0
Tanque 9,7.41,21.05,2025-07-15,15:40:00,Tarde,2025-07-15 15:40:00,Ninguno,1
Tanque 10,6.75,18.43,2025-07-15,15:45:00,Tarde,2025-07-15 15:45:00,Ninguno,0
Tanque 1,6.92,18.86,2025-07-16,08:25:00,Dia,2025-07-16 08:25:00,Ninguno,0
Tanque 2,7.1,18.16,2025-07-16,08:30:00,Dia,2025-07-16 08:30:00,Ninguno,0
Tanque 3,6.83,18.28,2025-07-16,08:35:00,Dia,2025-07-16 08:35:00,Ninguno,0
Tanque 4,6.83,18.91,2025-07-16,08:40:00,Dia,2025-07-16 08:40:00,Ninguno,0
Tanque 5,6.91,18.33,2025-07-16,08:45:00,Dia,2025-07-16 08:45:00,Ninguno,0
Tanque 6,7.05,18.45,2025-07-16,08:50:00,Dia,2025-07-16 08:50:00,Ninguno,0
Tanque 9,7.24,21.0,2025-07-16,09:05:00,Dia,2025-07-16 09:05:00,Ninguno,1
Tanque 10,6.78,17.93,2025-07-16,09:10:00,Dia,2025-07-16 09:10:00,Ninguno,0
Tanque 1,7.06,19.03,2025-07-16,15:00:00,Tarde,2025-07-16 15:00:00,Ninguno,0
Tanque 3,6.77,18.06,2025-07-16,15:10:00,Tarde,2025-07-16 15:10:00,Ninguno,0
Tanque 4,6.96,19.07,2025-07-16,15:15:00,Tarde,2025-07-16 15:15:00,Ninguno,0
Tanque 5,6.97,18.89,2025-07-16,15:20:00,Tarde,2025-07-16 15:20:00,Ninguno,0
Tanque 7,6.62,20.84,2025-07-16,15:30:00,Tarde,2025-07-16 15:30:00,Ninguno,1
Tanque 8,6.83,18.92,2025-07-16,15:35:00,Tarde,2025-07-16 15:35:00,Ninguno,0
Tanque 9,7.27,20.57,2025-07-16,15:40:00,Tarde,2025-07-16 15:40:00,Ninguno,1
Tanque 10,6.64,18.07,2025-07-16,15:45:00,Tarde,2025-07-16 15:45:00,Ninguno,0
Tanque 1,6.96,18.68,2025-07-17,08:25:00,Dia,2025-07-17 08:25:00,Ninguno,0
Tanque 2,6.97,18.09,2025-07-17,08:30:00,Dia,2025-07-17 08:30:00,Ninguno,0
Tanque 3,6.77,17.72,2025-07-17,08:35:00,Dia,2025-07-17 08:35:00,Ninguno,0
Tanque 4,6.93,18.92,2025-07-17,08:40:00,Dia,2025-07-17 08:40:00,Ninguno,0
Tanque 5,6.91,18.61,2025-07-17,08:45:00,Dia,2025-07-17 08:45:00,Ninguno,0
Tanque 6,6.99,18.72,2025-07-17,08:50:00,Dia,2025-07-17 08:50:00,Ninguno,0
Tanque 7,6.69,19.99,2025-07-17,08:55:00,Dia,2025-07-17 08:55:00,Ninguno,0
Tanque 8,6.96,18.88,2025-07-17,09:00:00,Dia,2025-07-17 09:00:00,Ninguno,0
Tanque 9,7.21,20.01,2025-07-17,09:05:00,Dia,2025-07-17 09:05:00,Ninguno,1
Tanque 10,6.8,18.43,2025-07-17,09:10:00,Dia,2025-07-17 09:10:00,Ninguno,0
Tanque 1,7.0,18.66,2025-07-17,15:00:00,Tarde,2025-07-17 15:00:00,Ninguno,0
Tanque 3,6.69,17.41,2025-07-17,15:10:00,Tarde,2025-07-17 15:10:00,Ninguno,0
Tanque 4,6.83,19.35,2025-07-17,15:15:00,Tarde,2025-07-17 15:15:00,Ninguno,0
Tanque 5,6.97,18.9,2025-07-17,15:20:00,Tarde,2025-07-17 15:20:00,Ninguno,0
Tanque 6,6.95,19.2,2025-07-17,15:25:00,Tarde,2025-07-17 15:25:00,Ninguno,0
Tanque 8,7.03,19.32,2025-07-17,15:35:00,Tarde,2025-07-17 15:35:00,Ninguno,0
Tanque 9,7.13,20.54,2025-07-17,15:40:00,Tarde,2025-07-17 15:40:00,Ninguno,1
Tanque 10,6.69,18.97,2025-07-17,15:45:00,Tarde,2025-07-17 15:45:00,Ninguno,0
Tanque 1,6.95,18.94,2025-07-18,08:25:00,Dia,2025-07-18 08:25:00,Ninguno,0
Tanque 2,7.09,17.96,2025-07-18,08:30:00,Dia,2025-07-18 08:30:00,Ninguno,0
Tanque 3,6.87,17.22,2025-07-18,08:35:00,Dia,2025-07-18 08:35:00,Ninguno,0
Tanque 4,6.99,18.61,2025-07-18,08:40:00,Dia,2025-07-18 08:40:00,Ninguno,0
Tanque 5,6.99,18.6,2025-07-18,08:45:00,Dia,2025-07-18 08:45:00,Ninguno,0
Tanque 6,6.95,18.73,2025-07-18,08:50:00,Dia,2025-07-18 08:50:00,Ninguno,0
Tanque 7,6.8,20.39,2025-07-18,08:55:00,Dia,2025-07-18 08:55:00,Ninguno,1
Tanque 8,7.11,18.5,2025-07-18,09:00:00,Dia,2025-07-18 09:00:00,Ninguno,0
Tanque 10,6.85,18.42,2025-07-18,09:10:00,Dia,2025-07-18 09:10:00,Ninguno,0
Tanque 1,6.96,19.24,2025-07-18,15:00:00,Tarde,2025-07-18 15:00:00,Ninguno,0
Tanque 2,7.12,18.03,2025-07-18,15:05:00,Tarde,2025-07-18 15:05:00,Ninguno,0
Tanque 3,6.85,17.64,2025-07-18,15:10:00,Tarde,2025-07-18 15:10:00,Ninguno,0
Tanque 4,6.95,18.79,2025-07-18,15:15:00,Tarde,2025-07-18 15:15:00,Ninguno,0
Tanque 5,6.87,19.19,2025-07-18,15:20:00,Tarde,2025-07-18 15:20:00,Ninguno,0
Tanque 6,7.05,19.14,2025-07-18,15:25:00,Tarde,2025-07-18 15:25:00,Ninguno,0
Tanque 7,6.77,20.15,2025-07-18,15:30:00,Tarde,2025-07-18 15:30:00,Ninguno,1
Tanque 8,6.86,19.43,2025-07-18,15:35:00,Tarde,2025-07-18 15:35:00,Ninguno,0
Tanque 9,7.18,20.42,2025-07-18,15:40:00,Tarde,2025-07-18 15:40:00,Ninguno,1
Tanque 10,6.76,18.83,2025-07-18,15:45:00,Tarde,2025-07-18 15:45:00,Ninguno,0
Tanque 1,7.13,18.8,2025-07-21,08:25:00,Dia,2025-07-21 08:25:00,Ninguno,0
Tanque 2,7.14,17.99,2025-07-21,08:30:00,Dia,2025-07-21 08:30:00,Ninguno,0
Tanque 3,6.91,17.91,2025-07-21,08:35:00,Dia,2025-07-21 08:35:00,Ninguno,0
Tanque 4,6.92,18.54,2025-07-21,08:40:00,Dia,2025-07-21 08:40:00,Ninguno,0
Tanque 5,6.88,18.49,2025-07-21,08:45:00,Dia,2025-07-21 08:45:00,Ninguno,0
Tanque 6,7.06,18.39,2025-07-21,08:50:00,Dia,2025-07-21 08:50:00,Ninguno,0
Tanque 7,6.91,19.85,2025-07-21,08:55:00,Dia,2025-07-21 08:55:00,Ninguno,0
Tanque 8,7.02,18.7,2025-07-21,09:00:00,Dia,2025-07-21 09:00:00,Ninguno,0
Tanque 9,7.2,19.71,2025-07-21,09:05:00,Dia,2025-07-21 09:05:00,Ninguno,0
Tanque 10,6.97,18.59,2025-07-21,09:10:00,Dia,2025-07-21 09:10:00,Ninguno,0
Tanque 2,7.12,18.25,2025-07-21,15:05:00,Tarde,2025-07-21 15:05:00,Ninguno,0
Tanque 3,6.91,18.51,2025-07-21,15:10:00,Tarde,2025-07-21 15:10:00,Ninguno,0
Tanque 4,6.98,19.31,2025-07-21,15:15:00,Tarde,2025-07-21 15:15:00,Ninguno,0
Tanque 5,6.97,18.79,2025-07-21,15:20:00,Tarde,2025-07-21 15:20:00,Ninguno,0
Tanque 6,6.98,18.57,2025-07-21,15:25:00,Tarde,2025-07-21 15:25:00,Ninguno,0
Tanque 7,6.94,19.93,2025-07-21,15:30:00,Tarde,2025-07-21 15:30:00,Ninguno,0
Tanque 8,7.01,18.91,2025-07-21,15:35:00,Tarde,2025-07-21 15:35:00,Ninguno,0
Tanque 9,7.17,19.96,2025-07-21,15:40:00,Tarde,2025-07-21 15:40:00,Ninguno,0
Tanque 10,7.0,18.77,2025-07-21,15:45:00,Tarde,2025-07-21 15:45:00,Ninguno,0
Tanque 2,7.08,18.09,2025-07-22,08:30:00,Dia,2025-07-22 08:30:00,Ninguno,0
Tanque 3,6.96,18.0,2025-07-22,08:35:00,Dia,2025-07-22 08:35:00,Ninguno,0
Tanque 4,6.84,18.54,2025-07-22,08:40:00,Dia,2025-07-22 08:40:00,Ninguno,0
Tanque 5,7.02,18.57,2025-07-22,08:45:00,Dia,2025-07-22 08:45:00,Ninguno,0
Tanque 6,7.05,18.57,2025-07-22,08:50:00,Dia,2025-07-22 08:50:00,Ninguno,0
Tanque 7,6.92,19.27,2025-07-22,08:55:00,Dia,2025-07-22 08:55:00,Ninguno,0
Tanque 8,7.01,19.05,2025-07-22,09:00:00,Dia,2025-07-22 09:00:00,Ninguno,0
Tanque 9,7.1,19.48,2025-07-22,09:05:00,Dia,2025-07-22 09:05:00,Ninguno,0
Tanque 1,7.18,19.23,2025-07-22,15:00:00,Tarde,2025-07-22 15:00:00,Ninguno,0
Tanque 2,7.06,18.5,2025-07-22,15:05:00,Tarde,2025-07-22 15:05:00,Ninguno,0
Tanque 4,7.05,18.96,2025-07-22,15:15:00,Tarde,2025-07-22 15:15:00,Ninguno,0
Tanque 5,7.04,19.6,2025-07-22,15:20:00,Tarde,2025-07-22 15:20:00,Ninguno,0
Tanque 7,6.99,19.65,2025-07-22,15:30:00,Tarde,2025-07-22 15:30:00,Ninguno,0
Tanque 8,6.93,18.99,2025-07-22,15:35:00,Tarde,2025-07-22 15:35:00,Ninguno,0
Tanque 9,6.99,19.27,2025-07-22,15:40:00,Tarde,2025-07-22 15:40:00,Ninguno,0
Tanque 10,6.82,18.47,2025-07-22,15:45:00,Tarde,2025-07-22 15:45:00,Ninguno,0
Tanque 1,7.03,18.91,2025-07-23,08:25:00,Dia,2025-07-23 08:25:00,Ninguno,0
Tanque 2,6.99,18.47,2025-07-23,08:30:00,Dia,2025-07-23 08:30:00,Ninguno,0
Tanque 3,6.91,18.3,2025-07-23,08:35:00,Dia,2025-07-23 08:35:00,Ninguno,0
Tanque 4,6.93,18.67,2025-07-23,08:40:00,Dia,2025-07-23 08:40:00,Ninguno,0
Tanque 5,6.99,18.6,2025-07-23,08:45:00,Dia,2025-07-23 08:45:00,Ninguno,0
Tanque 6,6.93,18.19,2025-07-23,08:50:00,Dia,2025-07-23 08:50:00,Ninguno,0
Tanque 7,6.98,19.38,2025-07-23,08:55:00,Dia,2025-07-23 08:55:00,Ninguno,0
Tanque 8,7.02,18.15,2025-07-23,09:00:00,Dia,2025-07-23 09:00:00,Ninguno,0
Tanque 10,6.94,18.14,2025-07-23,09:10:00,Dia,2025-07-23 09:10:00,Ninguno,0
Tanque 1,7.17,19.28,2025-07-23,15:00:00,Tarde,2025-07-23 15:00:00,Ninguno,0
Tanque 3,6.88,18.51,2025-07-23,15:10:00,Tarde,2025-07-23 15:10:00,Ninguno,0
Tanque 4,7.01,18.89,2025-07-23,15:15:00,Tarde,2025-07-23 15:15:00,Ninguno,0
Tanque 5,7.2,19.07,2025-07-23,15:20:00,Tarde,2025-07-23 15:20:00,Ninguno,0
Tanque 6,6.98,19.15,2025-07-23,15:25:00,Tarde,2025-07-23 15:25:00,Ninguno,0
Tanque 7,6.83,19.29,2025-07-23,15:30:00,Tarde,2025-07-23 15:30:00,Ninguno,0
Tanque 8,7.01,18.38,2025-07-23,15:35:00,Tarde,2025-07-23 15:35:00,Ninguno,0
Tanque 9,7.06,18.9,2025-07-23,15:40:00,Tarde,2025-07-23 15:40:00,Ninguno,0
Tanque 10,6.86,19.14,2025-07-23,15:45:00,Tarde,2025-07-23 15:45:00,Ninguno,0
Tanque 1,7.11,18.5,2025-07-24,08:25:00,Dia,2025-07-24 08:25:00,Ninguno,0
Tanque 3,6.91,18.28,2025-07-24,08:35:00,Dia,2025-07-24 08:35:00,Ninguno,0
Tanque 4,6.94,19.25,2025-07-24,08:40:00,Dia,2025-07-24 08:40:00,Ninguno,0
Tanque 5,6.93,18.03,2025-07-24,08:45:00,Dia,2025-07-24 08:45:00,Ninguno,0
Tanque 7,6.94,19.28,2025-07-24,08:55:00,Dia,2025-07-24 08:55:00,Ninguno,0
Tanque 9,7.04,18.88,2025-07-24,09:05:00,Dia,2025-07-24 09:05:00,Ninguno,0
Tanque 1,7.13,18.77,2025-07-24,15:00:00,Tarde,2025-07-24 15:00:00,Ninguno,0
Tanque 2,6.99,18.65,2025-07-24,15:05:00,Tarde,2025-07-24 15:05:00,Ninguno,0
Tanque 3,7.0,18.61,2025-07-24,15:10:00,Tarde,2025-07-24 15:10:00,Ninguno,0
Tanque 4,7.09,19.35,2025-07-24,15:15:00,Tarde,2025-07-24 15:15:00,Ninguno,0
Tanque 6,6.98,19.07,2025-07-24,15:25:00,Tarde,2025-07-24 15:25:00,Ninguno,0
Tanque 7,7.0,19.14,2025-07-24,15:30:00,Tarde,2025-07-24 15:30:00,Ninguno,0
Tanque 8,7.14,18.14,2025-07-24,15:35:00,Tarde,2025-07-24 15:35:00,Ninguno,0
Tanque 9,7.05,19.29,2025-07-24,15:40:00,Tarde,2025-07-24 15:40:00,Ninguno,0
Tanque 10,6.89,18.58,2025-07-24,15:45:00,Tarde,2025-07-24 15:45:00,Ninguno,0
Tanque 1,6.97,18.59,2025-07-25,08:25:00,Dia,2025-07-25 08:25:00,Ninguno,0
Tanque 2,6.81,18.22,2025-07-25,08:30:00,Dia,2025-07-25 08:30:00,Ninguno,0
Tanque 3,7.0,18.38,2025-07-25,08:35:00,Dia,2025-07-25 08:35:00,Ninguno,0
Tanque 4,6.96,18.26,2025-07-25,08:40:00,Dia,2025-07-25 08:40:00,Ninguno,0
Tanque 5,6.96,18.7,2025-07-25,08:45:00,Dia,2025-07-25 08:45:00,Ninguno,0
Tanque 6,6.94,19.04,2025-07-25,08:50:00,Dia,2025-07-25 08:50:00,Ninguno,0
Tanque 7,6.93,19.27,2025-07-25,08:55:00,Dia,2025-07-25 08:55:00,Ninguno,0
Tanque 9,6.96,19.14,2025-07-25,09:05:00,Dia,2025-07-25 09:05:00,Ninguno,0
Tanque 1,7.03,19.63,2025-07-25,15:00:00,Tarde,2025-07-25 15:00:00,Ninguno,0
Tanque 2,7.07,19.03,2025-07-25,15:05:00,Tarde,2025-07-25 15:05:00,Ninguno,0
Tanque 3,6.93,18.88,2025-07-25,15:10:00,Tarde,2025-07-25 15:10:00,Ninguno,0
Tanque 4,6.94,19.16,2025-07-25,15:15:00,Tarde,2025-07-25 15:15:00,Ninguno,0
Tanque 5,7.13,19.26,2025-07-25,15:20:00,Tarde,2025-07-25 15:20:00,Ninguno,0
Tanque 6,6.84,19.35,2025-07-25,15:25:00,Tarde,2025-07-25 15:25:00,Ninguno,0
Tanque 8,7.1,17.99,2025-07-25,15:35:00,Tarde,2025-07-25 15:35:00,Ninguno,0
Tanque 9,7.07,19.44,2025-07-25,15:40:00,Tarde,2025-07-25 15:40:00,Ninguno,0
Tanque 10,6.89,18.83,2025-07-25,15:45:00,Tarde,2025-07-25 15:45:00,Ninguno,0
Tanque 1,7.07,18.56,2025-07-28,08:25:00,Dia,2025-07-28 08:25:00,Ninguno,0
Tanque 2,7.04,17.88,2025-07-28,08:30:00,Dia,2025-07-28 08:30:00,Ninguno,0
Tanque 3,6.94,18.16,2025-07-28,08:35:00,Dia,2025-07-28 08:35:00,Ninguno,0
Tanque 4,7.01,18.35,2025-07-28,08:40:00,Dia,2025-07-28 08:40:00,Ninguno,0
Tanque 5,7.09,18.76,2025-07-28,08:45:00,Dia,2025-07-28 08:45:00,Ninguno,0
Tanque 7,6.9,19.37,2025-07-28,08:55:00,Dia,2025-07-28 08:55:00,Ninguno,0
Tanque 8,7.15,18.22,2025-07-28,09:00:00,Dia,2025-07-28 09:00:00,Ninguno,0
Tanque 9,7.08,19.36,2025-07-28,09:05:00,Dia,2025-07-28 09:05:00,Ninguno,0
Tanque 10,7.09,18.58,2025-07-28,09:10:00,Dia,2025-07-28 09:10:00,Ninguno,0
Tanque 2,7.01,17.54,2025-07-28,15:05:00,Tarde,2025-07-28 15:05:00,Ninguno,0
Tanque 3,7.0,18.9,2025-07-28,15:10:00,Tarde,2025-07-28 15:10:00,Ninguno,0
Tanque 4,6.98,18.75,2025-07-28,15:15:00,Tarde,2025-07-28 15:15:00,Ninguno,0
Tanque 5,7.06,18.97,2025-07-28,15:20:00,Tarde,2025-07-28 15:20:00,Ninguno,0
Tanque 6,7.1,19.09,2025-07-28,15:25:00,Tarde,2025-07-28 15:25:00,Ninguno,0
Tanque 7,6.98,19.27,2025-07-28,15:30:00,Tarde,2025-07-28 15:30:00,Ninguno,0
Tanque 8,7.16,18.46,2025-07-28,15:35:00,Tarde,2025-07-28 15:35:00,Ninguno,0
Tanque 9,7.01,18.87,2025-07-28,15:40:00,Tarde,2025-07-28 15:40:00,Ninguno,0
Tanque 10,7.01,18.77,2025-07-28,15:45:00,Tarde,2025-07-28 15:45:00,Ninguno,0
Tanque 1,7.06,18.48,2025-07-29,08:25:00,Dia,2025-07-29 08:25:00,Ninguno,0
Tanque 4,6.95,18.89,2025-07-29,08:40:00,Dia,2025-07-29 08:40:00,Ninguno,0
Tanque 5,6.97,18.66,2025-07-29,08:45:00,Dia,2025-07-29 08:45:00,Ninguno,0
Tanque 6,6.81,18.72,2025-07-29,08:50:00,Dia,2025-07-29 08:50:00,Ninguno,0
Tanque 8,7.11,18.13,2025-07-29,09:00:00,Dia,2025-07-29 09:00:00,Ninguno,0
Tanque 9,7.02,18.95,2025-07-29,09:05:00,Dia,2025-07-29 09:05:00,Ninguno,0
Tanque 1,7.11,18.89,2025-07-29,15:00:00,Tarde,2025-07-29 15:00:00,Ninguno,0
Tanque 2,6.83,17.33,2025-07-29,15:05:00,Tarde,2025-07-29 15:05:00,Ninguno,0
Tanque 3,6.97,19.11,2025-07-29,15:10:00,Tarde,2025-07-29 15:10:00,Ninguno,0
Tanque 4,6.92,18.79,2025-07-29,15:15:00,Tarde,2025-07-29 15:15:00,Ninguno,0
Tanque 5,7.04,18.99,2025-07-29,15:20:00,Tarde,2025-07-29 15:20:00,Ninguno,0
Tanque 6,6.87,18.48,2025-07-29,15:25:00,Tarde,2025-07-29 15:25:00,Ninguno,0
Tanque 7,6.95,19.17,2025-07-29,15:30:00,Tarde,2025-07-29 15:30:00,Ninguno,0
Tanque 8,7.06,18.58,2025-07-29,15:35:00,Tarde,2025-07-29 15:35:00,Ninguno,0
Tanque 9,7.02,18.83,2025-07-29,15:40:00,Tarde,2025-07-29 15:40:00,Ninguno,0
Tanque 10,6.94,18.84,2025-07-29,15:45:00,Tarde,2025-07-29 15:45:00,Ninguno,0
Tanque 1,6.98,18.49,2025-07-30,08:25:00,Dia,2025-07-30 08:25:00,Ninguno,0
Tanque 2,6.94,17.33,2025-07-30,08:30:00,Dia,2025-07-30 08:30:00,Ninguno,0
Tanque 3,7.13,18.84,2025-07-30,08:35:00,Dia,2025-07-30 08:35:00,Ninguno,0
Tanque 4,6.96,18.75,2025-07-30,08:40:00,Dia,2025-07-30 08:40:00,Ninguno,0
Tanque 5,7.02,18.74,2025-07-30,08:45:00,Dia,2025-07-30 08:45:00,Ninguno,0
Tanque 6,6.94,17.93,2025-07-30,08:50:00,Dia,2025-07-30 08:50:00,Ninguno,0
Tanque 8,6.94,18.31,2025-07-30,09:00:00,Dia,2025-07-30 09:00:00,Ninguno,0
Tanque 9,7.04,18.76,2025-07-30,09:05:00,Dia,2025-07-30 09:05:00,Ninguno,0
Tanque 1,7.01,18.89,2025-07-30,15:00:00,Tarde,2025-07-30 15:00:00,Ninguno,0
Tanque 2,6.83,17.65,2025-07-30,15:05:00,Tarde,2025-07-30 15:05:00,Ninguno,0
Tanque 3,7.13,18.76,2025-07-30,15:10:00,Tarde,2025-07-30 15:10:00,Ninguno,0
Tanque 4,6.81,18.89,2025-07-30,15:15:00,Tarde,2025-07-30 15:15:00,Ninguno,0
Tanque 5,6.84,19.68,2025-07-30,15:20:00,Tarde,2025-07-30 15:20:00,Ninguno,0
Tanque 6,6.88,18.18,2025-07-30,15:25:00,Tarde,2025-07-30 15:25:00,Ninguno,0
Tanque 7,6.94,18.84,2025-07-30,15:30:00,Tarde,2025-07-30 15:30:00,Ninguno,0
Tanque 10,6.96,18.86,2025-07-30,15:45:00,Tarde,2025-07-30 15:45:00,Ninguno,0
Tanque 1,7.01,18.65,2025-07-31,08:25:00,Dia,2025-07-31 08:25:00,Ninguno,0
Tanque 2,6.89,18.2,2025-07-31,08:30:00,Dia,2025-07-31 08:30:00,Ninguno,0
Tanque 3,7.05,18.51,2025-07-31,08:35:00,Dia,2025-07-31 08:35:00,Ninguno,0
Tanque 5,7.05,18.68,2025-07-31,08:45:00,Dia,2025-07-31 08:45:00,Ninguno,0
Tanque 6,6.85,18.37,2025-07-31,08:50:00,Dia,2025-07-31 08:50:00,Ninguno,0
Tanque 7,6.81,18.24,2025-07-31,08:55:00,Dia,2025-07-31 08:55:00,Ninguno,0
Tanque 8,7.11,18.61,2025-07-31,09:00:00,Dia,2025-07-31 09:00:00,Ninguno,0
Tanque 9,6.98,18.93,2025-07-31,09:05:00,Dia,2025-07-31 09:05:00,Ninguno,0
Tanque 10,7.14,18.77,2025-07-31,09:10:00,Dia,2025-07-31 09:10:00,Ninguno,0
Tanque 1,7.25,18.77,2025-07-31,15:00:00,Tarde,2025-07-31 15:00:00,Ninguno,0
Tanque 2,7.0,19.08,2025-07-31,15:05:00,Tarde,2025-07-31 15:05:00,Ninguno,0
Tanque 4,6.89,18.8,2025-07-31,15:15:00,Tarde,2025-07-31 15:15:00,Ninguno,0
Tanque 5,7.03,18.96,2025-07-31,15:20:00,Tarde,2025-07-31 15:20:00,Ninguno,0
Tanque 6,6.82,19.21,2025-07-31,15:25:00,Tarde,2025-07-31 15:25:00,Ninguno,0
Tanque 7,6.97,19.04,2025-07-31,15:30:00,Tarde,2025-07-31 15:30:00,Ninguno,0
Tanque 8,6.99,18.48,2025-07-31,15:35:00,Tarde,2025-07-31 15:35:00,Ninguno,0
Tanque 9,7.01,19.31,2025-07-31,15:40:00,Tarde,2025-07-31 15:40:00,Ninguno,0
Tanque 10,6.99,18.58,2025-07-31,15:45:00,Tarde,2025-07-31 15:45:00,Ninguno,0
Tanque 1,7.15,18.28,2025-08-01,08:25:00,Dia,2025-08-01 08:25:00,Ninguno,0
Tanque 2,7.11,18.62,2025-08-01,08:30:00,Dia,2025-08-01 08:30:00,Ninguno,0
Tanque 3,7.0,18.39,2025-08-01,08:35:00,Dia,2025-08-01 08:35:00,Ninguno,0
Tanque 4,6.98,18.46,2025-08-01,08:40:00,Dia,2025-08-01 08:40:00,Ninguno,0
Tanque 5,7.12,18.39,2025-08-01,08:45:00,Dia,2025-08-01 08:45:00,Ninguno,0
Tanque 6,7.04,18.06,2025-08-01,08:50:00,Dia,2025-08-01 08:50:00,Ninguno,0
Tanque 7,7.02,18.22,2025-08-01,08:55:00,Dia,2025-08-01 08:55:00,Ninguno,0
Tanque 8,7.03,17.92,2025-08-01,09:00:00,Dia,2025-08-01 09:00:00,Ninguno,0
Tanque 9,7.01,18.28,2025-08-01,09:05:00,Dia,2025-08-01 09:05:00,Ninguno,0
Tanque 10,7.03,18.94,2025-08-01,09:10:00,Dia,2025-08-01 09:10:00,Ninguno,0
Tanque 1,7.08,19.36,2025-08-01,15:00:00,Tarde,2025-08-01 15:00:00,Ninguno,0
Tanque 2,7.19,19.02,2025-08-01,15:05:00,Tarde,2025-08-01 15:05:00,Ninguno,0
Tanque 3,7.09,18.61,2025-08-01,15:10:00,Tarde,2025-08-01 15:10:00,Ninguno,0
Tanque 6,6.93,18.32,2025-08-01,15:25:00,Tarde,2025-08-01 15:25:00,Ninguno,0
Tanque 7,6.96,18.87,2025-08-01,15:30:00,Tarde,2025-08-01 15:30:00,Ninguno,0
Tanque 8,6.93,18.89,2025-08-01,15:35:00,Tarde,2025-08-01 15:35:00,Ninguno,0
